actionNumber,actionType,clock,description,isFieldGoal,location,period,personId,playerName,playerNameI,pointsTotal,scoreAway,scoreHome,shotDistance,shotResult,subType,teamId,teamTricode,videoAvailable,xLegacy,yLegacy,video_url,video_id,data_split_id,delexicalized_description,players_in_description,action_type_code
71.0 </> 72.0,Missed Shot </> Offensive Rebound,PT05M47.00S </> PT05M46.00S,MISS Jordan 1' Hook Shot </> Jordan REBOUND (Off:1 Def:1),1.0 </> 0.0,v </> v,1.0 </> 1.0,201599.0 </> 201599.0,Jordan </> Jordan,D. Jordan </> D. Jordan,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Hook Shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-9.0 </> 0.0,8.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/72/db1b81f6-f2a2-7d23-fd95-5bff3b7c0863_1280x720.mp4,11015 </> 11016,train-11015 </> train-11016,MISS PLAYER201599 1' Hook Shot </> PLAYER201599 OFFENSIVE REBOUND ,PLAYER201599 </> PLAYER201599,action107 </> action135
83.0 </> 84.0,Missed Shot </> Defensive Rebound,PT05M46.00S </> PT05M46.00S,MISS Jordan 1' Tip Layup Shot </> Anderson REBOUND (Off:0 Def:2),1.0 </> 0.0,v </> h,1.0 </> 1.0,201599.0 </> 201583.0,Jordan </> Anderson,D. Jordan </> R. Anderson,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Tip Layup Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,-5.0 </> 0.0,8.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/83/30be10c9-39df-91d1-a33c-bc2ef96d61bc_1280x720.mp4 ,11017 </> 11018,train-11017 </> train-11018,MISS PLAYER201599 1' Tip Layup Shot </> PLAYER201583 DEFENSIVE REBOUND ,PLAYER201599 </> PLAYER201583,action128 </> action135
83.0 </> 84.0,Missed Shot </> Defensive Rebound,PT05M46.00S </> PT05M46.00S,MISS Jordan 1' Tip Layup Shot </> Anderson REBOUND (Off:0 Def:2),1.0 </> 0.0,v </> h,1.0 </> 1.0,201599.0 </> 201583.0,Jordan </> Anderson,D. Jordan </> R. Anderson,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Tip Layup Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,-5.0 </> 0.0,8.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/84/dd599ead-71a4-3d6e-23ee-651be6bacb09_1280x720.mp4,11017 </> 11018,train-11017 </> train-11018,MISS PLAYER201599 1' Tip Layup Shot </> PLAYER201583 DEFENSIVE REBOUND ,PLAYER201599 </> PLAYER201583,action128 </> action135
73.0,Made Shot,PT05M38.00S,Booker 1' Running Layup (6 PTS),1.0,h,1.0,1626164.0,Booker,D. Booker,32.0,12,20,1.0,Made,Running Layup Shot,1610612756.0,PHX,1.0,4.0,7.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/73/c00024e2-4ed5-0fe0-a4f9-65e7de8d5259_1280x720.mp4,11019,train-11019,PLAYER1626164 1' Running Layup ,PLAYER1626164,action75
74.0,Made Shot,PT05M23.00S,Jordan Cutting Dunk Shot (8 PTS) (Smith Jr. 1 AST),1.0,v,1.0,201599.0,Jordan,D. Jordan,34.0,14,20,0.0,Made,Cutting Dunk Shot,1610612742.0,DAL,1.0,0.0,-1.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/74/f615cdc3-1877-5367-e0c8-6305e84e7b8c_1280x720.mp4,11020,train-11020,PLAYER201599 Cutting Dunk Shot (Smith AST),PLAYER201599,action44
76.0 </> 77.0,Missed Shot </> Defensive Rebound,PT05M07.00S </> PT05M05.00S,MISS Ariza 1' Driving Layup </> Jordan REBOUND (Off:1 Def:2),1.0 </> 0.0,h </> v,1.0 </> 1.0,2772.0 </> 201599.0,Ariza </> Jordan,T. Ariza </> D. Jordan,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612756.0 </> 1610612742.0,PHX </> DAL,1.0 </> 1.0,5.0 </> 0.0,4.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/76/0e42f23f-6c48-1c2e-e551-275ae88fc68b_1280x720.mp4 ,11021 </> 11022,train-11021 </> train-11022,MISS PLAYER2772 1' Driving Layup </> PLAYER201599 DEFENSIVE REBOUND ,PLAYER2772 </> PLAYER201599,action99 </> action135
76.0 </> 77.0,Missed Shot </> Defensive Rebound,PT05M07.00S </> PT05M05.00S,MISS Ariza 1' Driving Layup </> Jordan REBOUND (Off:1 Def:2),1.0 </> 0.0,h </> v,1.0 </> 1.0,2772.0 </> 201599.0,Ariza </> Jordan,T. Ariza </> D. Jordan,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612756.0 </> 1610612742.0,PHX </> DAL,1.0 </> 1.0,5.0 </> 0.0,4.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/77/967e932f-bd8b-7342-0c52-f0b69f239cab_1280x720.mp4,11021 </> 11022,train-11021 </> train-11022,MISS PLAYER2772 1' Driving Layup </> PLAYER201599 DEFENSIVE REBOUND ,PLAYER2772 </> PLAYER201599,action99 </> action135
78.0 </> 79.0,Missed Shot </> Offensive Rebound,PT04M59.00S </> PT04M57.00S,MISS Smith Jr. 25' 3PT Jump Shot </> Matthews REBOUND (Off:1 Def:0),1.0 </> 0.0,v </> v,1.0 </> 1.0,1628372.0 </> 202083.0,Smith Jr. </> Matthews,D. Smith Jr. </> W. Matthews,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-173.0 </> 0.0,179.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/78/3d3b69b6-a8cc-826d-da4b-1763b28df31b_1280x720.mp4 ,11023 </> 11024,train-11023 </> train-11024,MISS PLAYER1628372 25' 3PT Jump Shot </> PLAYER202083 OFFENSIVE REBOUND ,PLAYER1628372 </> PLAYER202083,action109 </> action135
78.0 </> 79.0,Missed Shot </> Offensive Rebound,PT04M59.00S </> PT04M57.00S,MISS Smith Jr. 25' 3PT Jump Shot </> Matthews REBOUND (Off:1 Def:0),1.0 </> 0.0,v </> v,1.0 </> 1.0,1628372.0 </> 202083.0,Smith Jr. </> Matthews,D. Smith Jr. </> W. Matthews,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-173.0 </> 0.0,179.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/79/2b49683e-f254-ec3f-2cdf-ec7344134680_1280x720.mp4,11023 </> 11024,train-11023 </> train-11024,MISS PLAYER1628372 25' 3PT Jump Shot </> PLAYER202083 OFFENSIVE REBOUND ,PLAYER1628372 </> PLAYER202083,action109 </> action135
80.0,Made Shot,PT04M48.00S,Doncic 2' Driving Finger Roll Layup (6 PTS) (Matthews 2 AST),1.0,v,1.0,1629029.0,Doncic,L. Doncic,36.0,16,20,2.0,Made,Driving Finger Roll Layup Shot,1610612742.0,DAL,1.0,0.0,17.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/80/2eb59db7-8e20-deba-e52d-94a5c6b47494_1280x720.mp4,11025,train-11025,PLAYER1629029 2' Driving Finger Roll Layup (PLAYER202083 AST),PLAYER1629029 PLAYER202083,action49
89.0,Made Shot,PT04M32.00S,Ariza 26' 3PT Jump Shot (6 PTS) (Warren 1 AST),1.0,h,1.0,2772.0,Ariza,T. Ariza,39.0,16,23,26.0,Made,Jump Shot,1610612756.0,PHX,1.0,144.0,212.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/89/008abe83-7229-ff32-3763-7e4e3799e9c3_1280x720.mp4,11026,train-11026,PLAYER2772 26' 3PT Jump Shot (PLAYER203933 AST),PLAYER2772 PLAYER203933,action63
94.0 </> 95.0,Missed Shot </> Defensive Rebound,PT04M15.00S </> PT04M15.00S,MISS Smith Jr. 1' Driving Layup </> Jackson REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,1628372.0 </> 1628367.0,Smith Jr. </> Jackson,D. Smith Jr. </> J. Jackson,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,-8.0 </> 0.0,1.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/94/e33b5ba2-b701-ebc7-35a6-e007445b0c6e_1280x720.mp4 ,11027 </> 11028,train-11027 </> train-11028,MISS PLAYER1628372 1' Driving Layup </> PLAYER1628367 DEFENSIVE REBOUND ,PLAYER1628372 </> PLAYER1628367,action99 </> action135
94.0 </> 95.0,Missed Shot </> Defensive Rebound,PT04M15.00S </> PT04M15.00S,MISS Smith Jr. 1' Driving Layup </> Jackson REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,1628372.0 </> 1628367.0,Smith Jr. </> Jackson,D. Smith Jr. </> J. Jackson,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,-8.0 </> 0.0,1.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/95/b40cd300-57f8-9c1e-31b4-c49a81060358_1280x720.mp4,11027 </> 11028,train-11027 </> train-11028,MISS PLAYER1628372 1' Driving Layup </> PLAYER1628367 DEFENSIVE REBOUND ,PLAYER1628372 </> PLAYER1628367,action99 </> action135
96.0,Foul,PT04M11.00S,Doncic S.FOUL (P2.T3) (M.Callahan),0.0,v,1.0,1629029.0,Doncic,L. Doncic,0.0,,,0.0,,Shooting,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/96/01f0861f-d142-7ed4-5125-b922faaff215_1280x720.mp4,11029,train-11029,PLAYER1629029 S.FOUL ,PLAYER1629029,action18
109.0,Made Shot,PT03M56.00S,Barea 1' Driving Layup (2 PTS),1.0,v,1.0,200826.0,Barea,J. Barea,42.0,18,24,1.0,Made,Driving Layup Shot,1610612742.0,DAL,1.0,5.0,6.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/109/0f1e2952-52cc-921f-de3c-fdc33a6d5678_1280x720.mp4,11030,train-11030,PLAYER200826 1' Driving Layup ,PLAYER200826,action53
110.0 </> 111.0,Missed Shot </> Defensive Rebound,PT03M40.00S </> PT03M40.00S,MISS Canaan 26' 3PT Jump Shot </> Finney-Smith REBOUND (Off:0 Def:1),1.0 </> 0.0,h </> v,1.0 </> 1.0,203477.0 </> 1627827.0,Canaan </> Finney-Smith,I. Canaan </> D. Finney-Smith,0.0 </> 0.0, </> , </> ,26.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612756.0 </> 1610612742.0,PHX </> DAL,1.0 </> 1.0,-11.0 </> 0.0,259.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/110/d0425836-a725-1305-862d-615df7bb6b23_1280x720.mp4 ,11031 </> 11032,train-11031 </> train-11032,MISS PLAYER203477 26' 3PT Jump Shot </> PLAYER1627827 DEFENSIVE REBOUND ,PLAYER203477 </> PLAYER1627827,action109 </> action135
110.0 </> 111.0,Missed Shot </> Defensive Rebound,PT03M40.00S </> PT03M40.00S,MISS Canaan 26' 3PT Jump Shot </> Finney-Smith REBOUND (Off:0 Def:1),1.0 </> 0.0,h </> v,1.0 </> 1.0,203477.0 </> 1627827.0,Canaan </> Finney-Smith,I. Canaan </> D. Finney-Smith,0.0 </> 0.0, </> , </> ,26.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612756.0 </> 1610612742.0,PHX </> DAL,1.0 </> 1.0,-11.0 </> 0.0,259.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/111/c9ba8d5a-f5d0-a689-5d26-a39e59ce12f9_1280x720.mp4,11031 </> 11032,train-11031 </> train-11032,MISS PLAYER203477 26' 3PT Jump Shot </> PLAYER1627827 DEFENSIVE REBOUND ,PLAYER203477 </> PLAYER1627827,action109 </> action135
112.0 </> 113.0,Missed Shot </> Offensive Rebound,PT03M29.00S </> PT03M28.00S,MISS Smith Jr. 12' Floating Jump Shot </> Smith Jr. REBOUND (Off:1 Def:0),1.0 </> 0.0,v </> v,1.0 </> 1.0,1628372.0 </> 1628372.0,Smith Jr. </> Smith Jr.,D. Smith Jr. </> D. Smith Jr.,0.0 </> 0.0, </> , </> ,12.0 </> 0.0,Missed </> ,Floating Jump shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-13.0 </> 0.0,120.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/112/8f27ca3d-48da-16b2-c54a-e9d9f4b96567_1280x720.mp4 ,11033 </> 11034,train-11033 </> train-11034,MISS PLAYER1628372 12' Floating Jump Shot </> PLAYER1628372 OFFENSIVE REBOUND ,PLAYER1628372 </> PLAYER1628372,action105 </> action135
112.0 </> 113.0,Missed Shot </> Offensive Rebound,PT03M29.00S </> PT03M28.00S,MISS Smith Jr. 12' Floating Jump Shot </> Smith Jr. REBOUND (Off:1 Def:0),1.0 </> 0.0,v </> v,1.0 </> 1.0,1628372.0 </> 1628372.0,Smith Jr. </> Smith Jr.,D. Smith Jr. </> D. Smith Jr.,0.0 </> 0.0, </> , </> ,12.0 </> 0.0,Missed </> ,Floating Jump shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-13.0 </> 0.0,120.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/113/2f734a88-eee1-e2c3-f883-f4315a21929f_1280x720.mp4,11033 </> 11034,train-11033 </> train-11034,MISS PLAYER1628372 12' Floating Jump Shot </> PLAYER1628372 OFFENSIVE REBOUND ,PLAYER1628372 </> PLAYER1628372,action105 </> action135
114.0 </> 115.0,Missed Shot </> Defensive Rebound,PT03M20.00S </> PT03M16.00S,MISS Harris 26' 3PT Jump Shot </> Chandler REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,2734.0 </> 2199.0,Harris </> Chandler,D. Harris </> T. Chandler,0.0 </> 0.0, </> , </> ,26.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,110.0 </> 0.0,231.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/114/2fd4116a-4461-b0d6-8bba-1b154c81e879_1280x720.mp4 ,11035 </> 11036,train-11035 </> train-11036,MISS PLAYER2734 26' 3PT Jump Shot </> PLAYER2199 DEFENSIVE REBOUND ,PLAYER2734 </> PLAYER2199,action109 </> action135
114.0 </> 115.0,Missed Shot </> Defensive Rebound,PT03M20.00S </> PT03M16.00S,MISS Harris 26' 3PT Jump Shot </> Chandler REBOUND (Off:0 Def:1),1.0 </> 0.0,v </> h,1.0 </> 1.0,2734.0 </> 2199.0,Harris </> Chandler,D. Harris </> T. Chandler,0.0 </> 0.0, </> , </> ,26.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,110.0 </> 0.0,231.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/115/eb0354fd-f83a-08f1-9287-6adc9f5d4844_1280x720.mp4,11035 </> 11036,train-11035 </> train-11036,MISS PLAYER2734 26' 3PT Jump Shot </> PLAYER2199 DEFENSIVE REBOUND ,PLAYER2734 </> PLAYER2199,action109 </> action135
116.0,Made Shot,PT03M08.00S,Warren 3PT Jump Shot (3 PTS) (Ariza 1 AST),1.0,h,1.0,203933.0,Warren,T. Warren,45.0,18,27,0.0,Made,Jump Shot,1610612756.0,PHX,1.0,227.0,-6.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/116/c3eafb57-24e5-b60b-8918-a90ebd2fad13_1280x720.mp4,11037,train-11037,PLAYER203933 3PT Jump Shot (PLAYER2772 AST),PLAYER203933 PLAYER2772,action63
118.0 </> 120.0,Made Shot </> Foul,PT02M57.00S </> PT02M57.00S,Jordan 1' Driving Layup (10 PTS) (Barea 1 AST) </> Chandler S.FOUL (P1.T4) (K.Scott),1.0 </> 0.0,v </> h,1.0 </> 1.0,201599.0 </> 2199.0,Jordan </> Chandler,D. Jordan </> T. Chandler,47.0 </> 0.0,20 </> ,27 </> ,1.0 </> 0.0,Made </> ,Driving Layup Shot </> Shooting,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,-4.0 </> 0.0,9.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/118/7d0e5218-d49f-6db2-0fc4-37870525f08d_1280x720.mp4 ,11038 </> 11039,train-11038 </> train-11039,PLAYER201599 1' Driving Layup (PLAYER200826 AST) </> PLAYER2199 S.FOUL ,PLAYER201599 PLAYER200826 </> PLAYER2199,action53 </> action18
118.0 </> 120.0,Made Shot </> Foul,PT02M57.00S </> PT02M57.00S,Jordan 1' Driving Layup (10 PTS) (Barea 1 AST) </> Chandler S.FOUL (P1.T4) (K.Scott),1.0 </> 0.0,v </> h,1.0 </> 1.0,201599.0 </> 2199.0,Jordan </> Chandler,D. Jordan </> T. Chandler,47.0 </> 0.0,20 </> ,27 </> ,1.0 </> 0.0,Made </> ,Driving Layup Shot </> Shooting,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,-4.0 </> 0.0,9.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/120/c39ee378-fe79-cd10-db21-e8f9159dd9ac_1280x720.mp4,11038 </> 11039,train-11038 </> train-11039,PLAYER201599 1' Driving Layup (PLAYER200826 AST) </> PLAYER2199 S.FOUL ,PLAYER201599 PLAYER200826 </> PLAYER2199,action53 </> action18
127.0 </> 128.0,Missed Shot </> Defensive Rebound,PT02M33.00S </> PT02M31.00S,MISS Warren 12' Pullup Jump Shot </> Jordan REBOUND (Off:1 Def:3),1.0 </> 0.0,h </> v,1.0 </> 1.0,203933.0 </> 201599.0,Warren </> Jordan,T. Warren </> D. Jordan,0.0 </> 0.0, </> , </> ,12.0 </> 0.0,Missed </> ,Pullup Jump shot </> Unknown,1610612756.0 </> 1610612742.0,PHX </> DAL,1.0 </> 1.0,41.0 </> 0.0,118.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/127/6135aad0-419f-4c57-04f5-e98900500698_1280x720.mp4 ,11040 </> 11041,train-11040 </> train-11041,MISS PLAYER203933 12' Pullup Jump Shot </> PLAYER201599 DEFENSIVE REBOUND ,PLAYER203933 </> PLAYER201599,action111 </> action135
127.0 </> 128.0,Missed Shot </> Defensive Rebound,PT02M33.00S </> PT02M31.00S,MISS Warren 12' Pullup Jump Shot </> Jordan REBOUND (Off:1 Def:3),1.0 </> 0.0,h </> v,1.0 </> 1.0,203933.0 </> 201599.0,Warren </> Jordan,T. Warren </> D. Jordan,0.0 </> 0.0, </> , </> ,12.0 </> 0.0,Missed </> ,Pullup Jump shot </> Unknown,1610612756.0 </> 1610612742.0,PHX </> DAL,1.0 </> 1.0,41.0 </> 0.0,118.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/128/76b20058-7712-fae0-d7b5-27945776a0db_1280x720.mp4,11040 </> 11041,train-11040 </> train-11041,MISS PLAYER203933 12' Pullup Jump Shot </> PLAYER201599 DEFENSIVE REBOUND ,PLAYER203933 </> PLAYER201599,action111 </> action135
129.0 </> 130.0,Missed Shot </> Offensive Rebound,PT02M23.00S </> PT02M20.00S,MISS Broekhoff 3PT Jump Shot </> Jordan REBOUND (Off:2 Def:3),1.0 </> 0.0,v </> v,1.0 </> 1.0,1629151.0 </> 201599.0,Broekhoff </> Jordan,R. Broekhoff </> D. Jordan,0.0 </> 0.0, </> , </> ,0.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-231.0 </> 0.0,-21.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/129/e666bcb2-2e1d-bb0f-e5a2-8895a8a8edf2_1280x720.mp4 ,11042 </> 11043,train-11042 </> train-11043,MISS PLAYER1629151 3PT Jump Shot </> PLAYER201599 OFFENSIVE REBOUND ,PLAYER1629151 </> PLAYER201599,action109 </> action135
129.0 </> 130.0,Missed Shot </> Offensive Rebound,PT02M23.00S </> PT02M20.00S,MISS Broekhoff 3PT Jump Shot </> Jordan REBOUND (Off:2 Def:3),1.0 </> 0.0,v </> v,1.0 </> 1.0,1629151.0 </> 201599.0,Broekhoff </> Jordan,R. Broekhoff </> D. Jordan,0.0 </> 0.0, </> , </> ,0.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,-231.0 </> 0.0,-21.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/130/c8ced1a2-fafd-dc13-2fd7-9a6d54de3535_1280x720.mp4,11042 </> 11043,train-11042 </> train-11043,MISS PLAYER1629151 3PT Jump Shot </> PLAYER201599 OFFENSIVE REBOUND ,PLAYER1629151 </> PLAYER201599,action109 </> action135
131.0,Made Shot,PT02M10.00S,Broekhoff 3PT Jump Shot (3 PTS) (Harris 1 AST),1.0,v,1.0,1629151.0,Broekhoff,R. Broekhoff,51.0,24,27,0.0,Made,Jump Shot,1610612742.0,DAL,1.0,-225.0,-27.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/131/542b6513-c96f-0805-7d0d-a39e4652c710_1280x720.mp4,11044,train-11044,PLAYER1629151 3PT Jump Shot (PLAYER2734 AST),PLAYER1629151 PLAYER2734,action63
133.0,Made Shot,PT01M51.00S,Jackson 5' Driving Floating Bank Jump Shot (3 PTS),1.0,h,1.0,1628367.0,Jackson,J. Jackson,53.0,24,29,5.0,Made,Driving Floating Bank Jump Shot,1610612756.0,PHX,1.0,41.0,20.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/133/45af3371-ea6f-be6d-1b35-5bb3dca6bcd1_1280x720.mp4,11045,train-11045,PLAYER1628367 5' Driving Floating Bank Jump Shot ,PLAYER1628367,action50
134.0 </> 135.0,Missed Shot </> Defensive Rebound,PT01M38.00S </> PT01M36.00S,MISS Barea 10' Driving Floating Jump Shot </> Chandler REBOUND (Off:0 Def:2),1.0 </> 0.0,v </> h,1.0 </> 1.0,200826.0 </> 2199.0,Barea </> Chandler,J. Barea </> T. Chandler,0.0 </> 0.0, </> , </> ,10.0 </> 0.0,Missed </> ,Driving Floating Jump Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,50.0 </> 0.0,90.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/134/97aa2e7f-e3cf-f141-85ff-c8e6a041ac25_1280x720.mp4 ,11046 </> 11047,train-11046 </> train-11047,MISS PLAYER200826 10' Driving Floating Jump Shot </> PLAYER2199 DEFENSIVE REBOUND ,PLAYER200826 </> PLAYER2199,action97 </> action135
134.0 </> 135.0,Missed Shot </> Defensive Rebound,PT01M38.00S </> PT01M36.00S,MISS Barea 10' Driving Floating Jump Shot </> Chandler REBOUND (Off:0 Def:2),1.0 </> 0.0,v </> h,1.0 </> 1.0,200826.0 </> 2199.0,Barea </> Chandler,J. Barea </> T. Chandler,0.0 </> 0.0, </> , </> ,10.0 </> 0.0,Missed </> ,Driving Floating Jump Shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,50.0 </> 0.0,90.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/135/7841327d-1716-4bf3-e07d-cfa6af0127ab_1280x720.mp4,11046 </> 11047,train-11046 </> train-11047,MISS PLAYER200826 10' Driving Floating Jump Shot </> PLAYER2199 DEFENSIVE REBOUND ,PLAYER200826 </> PLAYER2199,action97 </> action135
136.0,Made Shot,PT01M28.00S,Warren 25' 3PT Jump Shot (6 PTS) (Okobo 1 AST),1.0,h,1.0,203933.0,Warren,T. Warren,56.0,24,32,25.0,Made,Jump Shot,1610612756.0,PHX,1.0,146.0,205.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/136/c391e3aa-62dc-adba-2212-de7fc99f673b_1280x720.mp4,11048,train-11048,PLAYER203933 25' 3PT Jump Shot (PLAYER1629059 AST),PLAYER203933 PLAYER1629059,action63
138.0 </> 141.0,Missed Shot </> Defensive Rebound,PT01M12.00S </> PT01M09.00S,MISS Barea 25' 3PT Pullup Jump Shot </> Ariza REBOUND (Off:0 Def:2),1.0 </> 0.0,v </> h,1.0 </> 1.0,200826.0 </> 2772.0,Barea </> Ariza,J. Barea </> T. Ariza,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Pullup Jump shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,161.0 </> 0.0,187.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/138/2ebe820e-56de-3b71-6df7-fbd1cab73112_1280x720.mp4 ,11049 </> 11050,train-11049 </> train-11050,MISS PLAYER200826 25' 3PT Pullup Jump Shot </> PLAYER2772 DEFENSIVE REBOUND ,PLAYER200826 </> PLAYER2772,action111 </> action135
138.0 </> 141.0,Missed Shot </> Defensive Rebound,PT01M12.00S </> PT01M09.00S,MISS Barea 25' 3PT Pullup Jump Shot </> Ariza REBOUND (Off:0 Def:2),1.0 </> 0.0,v </> h,1.0 </> 1.0,200826.0 </> 2772.0,Barea </> Ariza,J. Barea </> T. Ariza,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Pullup Jump shot </> Unknown,1610612742.0 </> 1610612756.0,DAL </> PHX,1.0 </> 1.0,161.0 </> 0.0,187.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/141/68848e86-4c00-b3ce-73df-9f9c28de2cab_1280x720.mp4,11049 </> 11050,train-11049 </> train-11050,MISS PLAYER200826 25' 3PT Pullup Jump Shot </> PLAYER2772 DEFENSIVE REBOUND ,PLAYER200826 </> PLAYER2772,action111 </> action135
142.0,Made Shot,PT01M01.00S,Ariza Driving Layup (8 PTS),1.0,h,1.0,2772.0,Ariza,T. Ariza,58.0,24,34,0.0,Made,Driving Layup Shot,1610612756.0,PHX,1.0,-3.0,1.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/142/61e1c280-b6ab-1e91-cd87-3a04a7ad3aad_1280x720.mp4,11051,train-11051,PLAYER2772 Driving Layup ,PLAYER2772,action53
148.0,Turnover,PT00M47.90S,Kleber Lost Ball Turnover (P1.T1),0.0,v,1.0,1628467.0,Kleber,M. Kleber,0.0,,,0.0,,Lost Ball,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800013/148/4f1ca97d-7f30-1bad-7432-c0325a72d75a_1280x720.mp4,11052,train-11052,PLAYER1628467 Lost Ball Turnover ,PLAYER1628467,action153
